shift_cm_inverse,intensity
1821.9,0.4262
1824.7,0.4262
1827.4,0.4262
1830.1,0.4262
1832.9,0.4262
1835.6,0.4262
1838.4,0.4262
1841.1,0.4262
1843.8,0.4262
1846.6,0.4262
1849.3,0.4262
1852.1,0.4262
1854.8,0.4262
1857.5,0.4270
1860.3,0.4270
1863.0,0.4270
1865.8,0.4262
1868.5,0.4262
1871.2,0.4262
1874.0,0.4262
1876.7,0.4270
1879.5,0.4270
1882.2,0.4270
1884.9,0.4270
1887.7,0.4270
1890.4,0.4270
1893.2,0.4270
1895.9,0.4270
1898.6,0.4262
1901.4,0.4262
1904.1,0.4262
1906.8,0.4262
1909.6,0.4262
1912.3,0.4262
1915.1,0.4262
1917.8,0.4262
1920.5,0.4262
1923.3,0.4262
1926.0,0.4262
1928.8,0.4262
1931.5,0.4262
1934.2,0.4262
1937.0,0.4262
1939.7,0.4262
1942.5,0.4262
1945.2,0.4262
1947.9,0.4262
1950.7,0.4262
1953.4,0.4262
1956.2,0.4262
1958.9,0.4262
1961.6,0.4262
1964.4,0.4262
1967.1,0.4262
1969.9,0.4262
1972.6,0.4262
1975.3,0.4262
1978.1,0.4262
1980.8,0.4262
1983.6,0.4262
1986.3,0.4262
1989.0,0.4270
1991.8,0.4270
1994.5,0.4270
1997.3,0.4279
2000.0,0.4295
2002.7,0.4337
2005.5,0.4354
2008.2,0.4320
2011.0,0.4304
2013.7,0.4279
2016.4,0.4270
2019.2,0.4270
2021.9,0.4270
2024.7,0.4270
2027.4,0.4270
2030.1,0.4262
2032.9,0.4262
2035.6,0.4262
2038.4,0.4262
2041.1,0.4262
2043.8,0.4262
2046.6,0.4262
2049.3,0.4262
2052.1,0.4262
2054.8,0.4262
2057.5,0.4262
2060.3,0.4262
2063.0,0.4262
2065.8,0.4262
2068.5,0.4262
2071.2,0.4262
2074.0,0.4262
2076.7,0.4262
2079.5,0.4262
2082.2,0.4262
2084.9,0.4262
2087.7,0.4262
2090.4,0.4262
2093.2,0.4262
2095.9,0.4262
2098.6,0.4262
2101.4,0.4262
2104.1,0.4262
2106.8,0.4262
2109.6,0.4262
2112.3,0.4262
2115.1,0.4262
2117.8,0.4262
2120.5,0.4262
2123.3,0.4262
2126.0,0.4262
2128.8,0.4262
2131.5,0.4262
2134.2,0.4262
